bedrooms,bathrooms,sqft_living,sqft_lot,floors,condition,price
3.0,3.25,3610,59677,2.0,3,777000.0
4.0,2.0,2250,7500,1.0,5,550000.0
3.0,1.5,1240,7735,1.0,4,523000.0
4.0,2.0,2260,6000,1.0,3,628000.0
4.0,1.75,2090,8164,1.0,4,581000.0
5.0,1.75,2020,7902,1.0,3,245000.0
3.0,1.75,1960,5000,1.0,5,415000.0
5.0,2.25,3120,16672,2.0,4,1895000.0
3.0,1.5,1250,7500,1.0,3,225000.0
3.0,2.25,1490,9600,1.0,4,287000.0
6.0,3.0,2890,2370,2.5,3,799200.0
3.0,1.0,1900,33888,1.5,4,239950.0
3.0,1.75,1680,2400,1.0,5,591000.0
3.0,2.5,2030,8398,2.0,4,700000.0
4.0,2.5,3740,8700,1.0,3,475000.0
3.0,1.75,1580,11750,1.0,4,575000.0
3.0,2.25,1780,6120,1.5,4,771000.0
2.0,1.0,910,6232,1.0,3,155000.0
7.0,4.0,3440,8100,2.0,3,550000.0
3.0,2.5,1740,13750,2.0,4,645000.0
5.0,2.5,3400,8970,1.0,4,464000.0
4.0,3.25,4400,16625,2.0,3,1050000.0
3.0,2.5,2010,14298,2.0,3,350000.0
4.0,2.25,2710,38180,2.0,4,591000.0
4.0,2.5,5300,26211,2.0,2,2555000.0
3.0,1.5,1310,3880,1.0,3,717000.0
4.0,1.5,1950,12559,1.5,3,225000.0
3.0,1.0,1040,6535,1.0,3,225000.0
3.0,1.75,1090,7200,1.0,3,345000.0
2.0,0.75,650,5360,1.0,4,230000.0
3.0,2.0,1480,6600,1.0,3,385000.0
2.0,1.0,790,2640,1.0,3,90000.0
4.0,2.5,3560,11119,1.0,3,860000.0
4.0,2.5,3000,5548,2.0,3,675000.0
4.0,2.5,3490,7494,2.0,3,975000.0
3.0,1.75,2340,10495,1.0,4,780000.0
3.0,1.75,1650,8254,1.0,5,370000.0
3.0,2.0,1940,5820,1.5,5,665000.0
5.0,3.0,3410,9600,1.0,4,675000.0
3.0,1.0,1710,4050,1.5,3,620000.0
4.0,1.5,2740,4000,2.0,5,1105000.0
3.0,2.75,1250,892,2.0,3,450000.0
3.0,2.25,2450,42180,1.0,4,450000.0
3.0,1.75,1690,8190,1.0,4,530000.0
4.0,1.75,1950,13320,1.0,4,635000.0
5.0,2.0,2290,7125,1.0,3,580000.0
5.0,3.25,3370,17458,1.0,5,1550000.0
3.0,1.0,1090,8640,1.0,4,285000.0
3.0,1.0,1190,9486,1.0,4,375000.0
5.0,4.25,3530,7924,2.0,3,1400000.0
3.0,1.0,1440,5000,2.0,3,560000.0
4.0,1.75,2180,13529,1.0,3,405000.0
4.0,1.0,1410,6000,1.0,3,413000.0
3.0,2.5,1950,8251,2.0,3,287600.0
5.0,3.25,4860,23723,2.0,4,1680000.0
3.0,1.0,1660,7210,1.0,3,225000.0
3.0,1.0,1390,12823,1.0,4,319000.0
3.0,2.0,1350,14200,1.0,3,322500.0
3.0,2.0,1530,5401,1.0,4,570000.0
3.0,1.5,1270,5112,1.0,3,465000.0
4.0,2.25,2140,6355,2.0,3,435000.0
4.0,2.5,2040,5616,2.0,3,502000.0
3.0,3.5,2876,5086,2.0,3,525000.0
3.0,2.5,1580,1161,2.0,3,525000.0
4.0,3.5,3400,5196,2.0,3,660000.0
4.0,2.5,3520,6773,2.5,3,870000.0
4.0,2.5,2210,4861,2.0,3,650000.0
4.0,2.5,2790,5602,2.0,3,505000.0
3.0,2.5,1450,5008,1.0,3,330000.0
4.0,1.75,1620,4980,1.0,4,385000.0
3.0,1.5,1220,1086,3.0,3,306000.0
3.0,1.75,2000,5000,1.0,4,546000.0
4.0,2.5,2190,7350,2.5,5,925000.0
4.0,1.75,1900,8250,1.0,4,542000.0
3.0,1.0,1700,4400,1.5,4,800000.0
5.0,2.5,2540,3832,2.0,5,620000.0
2.0,1.0,1170,8925,1.0,3,175000.0
5.0,5.0,5774,31675,1.0,3,740000.0
3.0,2.25,2120,15003,2.0,3,345000.0
3.0,1.75,2170,26460,1.0,3,510000.0
4.0,2.75,2450,15002,1.0,5,530000.0
2.0,1.0,700,5200,1.0,5,155000.0
3.0,2.5,1780,7214,1.0,4,266000.0
3.0,2.0,1850,8250,1.0,4,257200.0
3.0,2.0,1570,5706,1.0,3,265000.0
3.0,1.0,1290,5500,1.0,3,372220.0
5.0,2.0,1700,7314,1.0,3,337500.0
2.0,1.5,1159,4800,1.0,3,582500.0
3.0,2.75,1850,9600,1.5,5,489200.0
2.0,1.0,840,3522,1.0,3,405100.0
3.0,2.5,1690,1618,2.0,3,372977.0
3.0,1.0,1050,9876,1.0,3,310000.0
3.0,1.75,1400,3825,1.5,4,538000.0
3.0,2.5,2550,7200,2.0,3,1400000.0
3.0,2.5,1840,5011,2.0,3,317000.0
3.0,1.5,2360,6750,2.0,5,702500.0
4.0,2.5,2240,14667,2.0,4,565000.0
4.0,2.5,2700,4004,2.0,3,723000.0
3.0,2.5,3030,30007,1.5,4,766950.0
3.0,1.75,1830,5120,1.5,5,682000.0
3.0,2.5,2220,6049,2.0,4,325000.0
3.0,2.5,2090,7640,1.0,3,543000.0
3.0,1.75,1600,6120,1.5,3,525000.0
4.0,1.75,2010,8625,1.0,4,364000.0
2.0,1.0,830,4000,1.0,3,394475.0
4.0,2.5,2010,7226,2.0,3,316000.0
3.0,1.0,1050,5402,1.5,4,339950.0
4.0,2.5,2150,39449,1.0,3,486000.0
3.0,1.0,860,11900,1.0,4,160000.0
3.0,2.5,3100,20553,1.0,3,930000.0
3.0,1.0,1100,17334,1.0,3,139000.0
3.0,1.5,1830,8000,1.0,4,562000.0
2.0,1.75,1250,34395,1.0,4,299000.0
3.0,2.5,1820,4883,2.0,3,511000.0
3.0,2.0,2090,42689,1.5,3,499000.0
3.0,3.5,2100,12384,2.0,3,356000.0
4.0,2.5,2310,14023,2.0,3,470000.0
4.0,2.25,2060,5649,1.0,5,715000.0
4.0,2.25,4470,60373,2.0,3,1120000.0
3.0,1.0,1660,7500,1.0,4,458000.0
5.0,4.5,3810,8019,2.0,3,966000.0
3.0,1.75,2110,10200,2.0,4,305495.0
2.0,2.0,2370,217800,1.5,3,543000.0
3.0,2.25,1970,3716,2.0,3,340000.0
4.0,2.5,2470,33305,2.0,3,633100.0
3.0,1.0,1480,7830,1.0,3,310000.0
5.0,3.0,2257,10117,1.0,3,349950.0
2.0,1.0,700,6000,1.0,4,267800.0
4.0,2.0,1630,9010,1.0,4,234000.0
4.0,2.5,3430,10157,2.0,3,740000.0
5.0,1.75,2220,6000,1.5,3,607500.0
3.0,1.75,1340,7473,1.0,4,223000.0
2.0,1.0,980,2130,1.0,4,400000.0
3.0,2.5,2580,13096,2.0,3,802000.0
4.0,2.5,2230,4541,2.0,3,253000.0
4.0,2.0,2290,11137,1.0,4,1058000.0
3.0,1.0,1260,8280,1.0,3,300000.0
4.0,2.75,1680,11180,1.0,4,625000.0
4.0,3.25,3200,7081,2.0,3,707000.0
4.0,2.5,3320,7644,2.0,3,950000.0
4.0,2.5,3040,24123,2.0,3,420000.0
4.0,2.75,2270,7375,1.0,4,498000.0
3.0,2.5,2910,17172,2.0,3,450000.0
5.0,2.25,2510,9887,2.0,3,955000.0
2.0,1.0,1240,7200,1.0,3,215000.0
3.0,2.75,2580,5200,2.0,3,437000.0
3.0,2.75,2470,3600,2.0,3,773000.0
4.0,3.5,4910,9444,1.5,3,1222500.0
3.0,2.5,1690,5025,2.0,3,256883.0
4.0,2.5,2240,12032,1.0,3,592500.0
3.0,2.0,1650,7352,1.0,3,252350.0
4.0,2.5,2710,5880,2.0,3,370000.0
3.0,1.5,1260,10350,1.0,3,465750.0
3.0,1.0,1150,8100,1.0,3,185000.0
4.0,2.75,2550,7636,1.0,3,582800.0
3.0,1.75,1490,6930,1.0,4,245000.0
4.0,1.75,2020,7865,1.0,4,302000.0
2.0,1.0,1320,4520,1.0,3,451555.0
3.0,1.0,1230,10350,1.0,4,250000.0
4.0,2.5,2070,7800,2.0,3,255000.0
4.0,1.75,2930,11562,1.0,3,840000.0
3.0,1.0,1090,8520,1.0,3,190000.0
3.0,1.0,1400,7066,1.0,3,349950.0
4.0,2.0,1550,4815,1.5,3,613000.0
3.0,1.0,1220,13000,1.0,4,300000.0
3.0,2.5,1870,7344,1.0,3,455000.0
3.0,2.25,2150,30476,2.0,3,335000.0
3.0,1.0,980,3090,1.5,3,197500.0
3.0,1.5,1490,8475,1.0,4,412500.0
3.0,1.5,1120,7000,1.0,3,395300.0
3.0,2.25,1180,9630,2.0,3,342400.0
4.0,2.5,3240,20301,2.0,3,749400.0
4.0,2.5,2150,6807,2.0,4,316500.0
3.0,2.5,2240,10800,2.0,3,390000.0
3.0,2.0,1400,7384,1.0,3,225000.0
3.0,2.25,1980,40887,1.0,4,550000.0
3.0,1.0,1330,20562,1.5,3,280000.0
4.0,2.5,3200,7535,2.0,3,1255000.0
2.0,1.0,1490,6000,1.0,3,575000.0
5.0,4.25,3920,16258,2.0,3,1000000.0
5.0,1.75,2000,3750,2.0,4,585000.0
4.0,2.5,2680,9185,2.0,3,620000.0
4.0,2.0,1670,9987,1.0,3,204700.0
4.0,3.0,3150,9130,2.0,3,695000.0
4.0,3.25,2740,7266,2.0,3,689900.0
4.0,1.75,1890,8000,1.0,4,375000.0
7.0,3.5,2870,29699,1.0,3,475000.0
3.0,1.0,1160,10384,1.0,4,215000.0
4.0,1.75,3550,19865,2.0,3,2100000.0
3.0,1.75,1790,6117,1.0,3,790000.0
3.0,1.75,1680,250470,1.0,4,350000.0
3.0,2.5,4560,17622,2.0,4,695000.0
3.0,2.25,1590,7748,2.0,4,263000.0
3.0,1.0,1630,10304,1.0,5,400000.0
3.0,2.5,2700,7434,2.0,3,525000.0
3.0,2.5,1700,7496,2.0,3,349950.0
4.0,3.25,3740,12080,1.0,3,1085000.0
4.0,3.0,1980,5352,2.5,3,744000.0
2.0,1.0,880,6345,1.0,3,312500.0
3.0,2.0,1400,6200,1.0,3,240000.0
4.0,2.0,2050,4000,1.5,5,495000.0
3.0,2.5,2360,4638,2.0,3,580050.0
4.0,2.0,2560,7798,1.0,4,640000.0
3.0,1.5,1340,10224,1.0,4,417000.0
3.0,1.0,1060,5200,1.0,5,174950.0
3.0,1.5,850,2500,1.0,3,295000.0
4.0,1.75,1880,7303,1.0,3,423000.0
3.0,1.0,1230,12305,1.0,3,839000.0
4.0,1.75,2290,10290,1.0,3,343000.0
3.0,1.0,1660,6582,1.0,5,467000.0
3.0,2.5,1840,2875,2.0,4,512500.0
4.0,2.5,3020,17810,1.0,3,575000.0
3.0,1.75,1410,6886,1.0,3,465000.0
3.0,1.0,1010,9514,1.0,3,270000.0
3.0,1.75,1960,8136,1.0,3,340000.0
5.0,3.75,3580,14275,2.0,3,765000.0
4.0,2.5,2240,7200,2.0,3,497000.0
4.0,2.5,3310,5404,2.0,3,803100.0
3.0,2.5,1232,1130,3.0,3,344000.0
4.0,3.5,3930,5680,2.0,3,828950.0
3.0,2.5,1720,3600,2.0,3,386380.0
3.0,2.25,1490,974,2.0,3,312000.0
3.0,2.5,3150,151588,2.0,3,720000.0
4.0,2.5,3950,10856,3.0,3,914500.0
5.0,2.75,3030,10335,2.0,3,819995.0
2.0,1.5,1070,9643,1.0,3,252700.0
3.0,2.5,2320,36847,2.0,3,437500.0
1.0,1.0,700,5100,1.0,3,350000.0
3.0,2.5,2720,6439,2.0,3,619000.0
3.0,2.5,1800,5761,2.0,4,408200.0
3.0,1.75,1560,4049,1.5,3,451000.0
3.0,2.0,1760,11410,1.0,5,317000.0
4.0,3.25,3120,5000,2.0,3,799000.0
2.0,1.0,2020,7200,1.0,4,720000.0
3.0,2.0,1450,2400,1.5,3,490000.0
4.0,2.25,1860,7000,1.0,3,239900.0
4.0,2.25,2270,7800,1.0,3,446000.0
3.0,2.5,1480,15639,2.0,3,275000.0
5.0,1.0,1460,6032,2.0,4,239950.0
4.0,3.5,1850,6519,2.0,3,248000.0
3.0,2.5,2170,5000,2.0,3,619500.0
3.0,1.75,1726,197326,2.0,4,363750.0
3.0,1.75,1180,10541,1.0,4,385000.0
4.0,1.5,1370,9957,1.0,3,370000.0
3.0,2.5,2670,13218,1.0,4,425000.0
3.0,1.0,1260,6826,1.0,3,342000.0
4.0,1.0,1980,7991,1.5,3,345000.0
3.0,2.0,2050,3933,1.0,3,724800.0
5.0,2.75,2830,5310,2.0,3,725000.0
2.0,1.0,910,3600,1.0,4,605000.0
4.0,2.5,2440,4000,2.0,3,350000.0
3.0,2.0,2180,5440,1.0,5,785000.0
3.0,2.0,1900,6660,1.0,5,250000.0
3.0,2.25,1520,1221,3.0,3,565000.0
3.0,2.0,2220,6641,1.0,4,875000.0
4.0,2.75,3280,24440,2.0,3,862500.0
3.0,2.5,2740,83199,2.0,3,400000.0
2.0,1.0,830,6017,1.0,4,282613.0
2.0,1.0,1010,5200,1.0,3,174500.0
3.0,2.25,2060,38377,1.0,4,306500.0
3.0,2.25,1990,7340,2.0,3,445000.0
4.0,2.5,2280,7568,2.0,4,433000.0
3.0,2.5,1870,5874,2.0,3,306000.0
3.0,2.25,1720,4000,1.5,4,620000.0
2.0,1.0,870,6150,1.0,3,245000.0
3.0,2.0,1020,1204,2.0,3,238000.0
3.0,1.5,1260,3135,1.5,3,523000.0
3.0,2.5,2370,7875,2.0,3,522500.0
3.0,1.0,1000,18513,1.0,3,180000.0
3.0,1.5,1100,1751,2.0,3,375000.0
3.0,2.25,1440,7673,1.0,3,249000.0
4.0,2.5,3120,14300,2.0,3,730100.0
2.0,2.0,2260,9604,1.0,3,551000.0
4.0,2.5,2790,7956,2.0,3,375000.0
1.0,1.0,1140,6700,1.5,3,540000.0
3.0,2.25,1290,2500,2.0,4,605000.0
5.0,1.75,1730,5200,1.0,4,205000.0
4.0,2.5,3160,11380,2.0,3,645000.0
4.0,2.5,2340,8990,2.0,3,314000.0
3.0,1.5,1170,4950,1.0,4,330000.0
2.0,1.0,1160,5000,1.0,4,490000.0
3.0,3.0,1970,24318,1.0,3,445000.0
5.0,4.25,6490,10862,2.0,4,2000000.0
3.0,2.25,1410,1377,2.0,3,377500.0
4.0,2.5,2430,5000,2.0,3,480000.0
5.0,1.5,3360,5402,2.0,3,804995.0
3.0,2.5,1480,1663,2.0,3,341000.0
5.0,2.5,3200,6455,2.0,3,675000.0
3.0,2.5,2134,1984,2.5,3,611000.0
3.0,3.25,1860,1787,3.0,3,379950.0
4.0,3.0,5520,8313,2.0,3,1270000.0
2.0,2.5,1310,1500,2.0,3,500000.0
3.0,2.0,1700,4250,1.0,3,410000.0
3.0,2.5,2480,8342,2.0,3,415000.0
5.0,2.5,1970,8605,2.0,4,297000.0
4.0,2.5,2060,7475,1.0,3,575550.0
3.0,2.5,2130,3500,1.0,4,534640.0
3.0,2.25,1410,14110,1.0,3,352500.0
2.0,2.0,1360,4688,1.0,3,488000.0
3.0,2.0,1940,55756,1.0,5,732000.0
2.0,2.25,1610,2040,2.0,4,215000.0
2.0,2.0,1420,9191,1.5,5,592500.0
4.0,2.5,1700,7280,2.0,4,290000.0
2.0,1.0,1490,3825,1.0,3,475000.0
3.0,2.5,2680,7757,2.0,3,320000.0
4.0,2.5,3190,8684,1.0,5,1216000.0
5.0,1.5,2120,7700,1.5,5,290000.0
4.0,2.0,1690,3250,1.5,3,487250.0
4.0,2.5,1830,8601,2.0,3,339000.0
2.0,1.5,1010,1968,1.5,5,440000.0
4.0,2.75,2070,9300,1.0,5,366500.0
3.0,1.5,1710,4500,1.5,3,462000.0
4.0,1.0,1660,4690,1.5,3,560000.0
4.0,1.75,2080,13629,1.0,4,285000.0
3.0,2.5,1270,9675,2.0,3,280000.0
3.0,1.0,1080,21043,1.0,3,210000.0
3.0,2.0,1610,5100,1.5,5,690000.0
2.0,1.0,1120,9912,1.0,4,256500.0
4.0,2.75,2500,5257,2.0,3,411000.0
3.0,1.0,970,7275,1.0,4,215000.0
5.0,2.0,3370,5000,1.5,4,762000.0
3.0,1.0,1290,189486,1.0,4,359950.0
4.0,3.5,3370,435600,2.0,3,480000.0
4.0,3.5,3410,10769,2.0,3,1405000.0
4.0,2.5,2490,8290,2.0,3,390000.0
2.0,1.0,770,4000,1.0,5,413500.0
1.0,1.5,810,3211,2.0,4,285000.0
4.0,2.5,3060,10043,1.0,4,475000.0
3.0,2.5,1690,1613,2.0,3,386591.0
3.0,1.75,1890,3825,1.0,3,524950.0
2.0,2.0,1470,3128,2.0,3,241000.0
2.0,1.0,1060,7193,1.0,3,461000.0
4.0,2.5,3480,59242,2.0,3,810000.0
4.0,2.75,2730,3560,1.5,3,885000.0
3.0,2.25,1580,7941,2.0,4,247000.0
3.0,2.75,2170,7900,1.0,4,296500.0
2.0,1.0,930,4743,1.0,4,141800.0
4.0,2.0,1580,7800,2.0,2,333000.0
5.0,1.75,3290,11900,1.5,3,602000.0
4.0,2.25,2110,10698,2.0,4,565000.0
3.0,2.5,1670,3565,2.0,3,373000.0
3.0,2.25,2030,7350,1.0,4,588000.0
3.0,1.0,1500,4100,1.5,3,485000.0
3.0,2.25,1450,1445,2.0,3,482500.0
4.0,1.5,1310,8250,1.0,3,251200.0
5.0,3.25,4180,49222,2.0,4,869000.0
3.0,1.75,1630,28600,1.0,3,464000.0
4.0,2.5,2660,10452,2.0,3,755000.0
3.0,2.5,1720,1916,2.0,3,280000.0
2.0,2.25,1260,1240,3.0,3,485000.0
3.0,1.75,1610,12247,1.0,3,305000.0
2.0,1.0,680,8064,1.0,3,110700.0
4.0,3.5,2640,5900,2.0,3,850000.0
3.0,2.25,1640,7200,2.0,4,350000.0
4.0,1.75,2310,8045,1.0,4,319950.0
3.0,1.75,2010,4905,1.0,5,700000.0
2.0,1.5,1660,4680,1.0,5,368000.0
3.0,2.5,2200,3360,2.0,3,433500.0
4.0,2.5,2460,4200,2.0,3,611000.0
2.0,1.75,2430,23400,1.0,3,1000000.0
3.0,1.0,1370,7500,1.0,3,307000.0
3.0,1.75,1800,10200,1.0,3,442500.0
3.0,1.75,2200,7706,2.0,3,485000.0
2.0,1.0,700,2334,1.0,3,367000.0
3.0,2.5,1920,15124,2.0,3,429000.0
5.0,2.75,2190,12687,1.0,5,446000.0
3.0,2.25,2030,9791,1.0,4,572500.0
3.0,2.5,1350,2053,3.0,3,477000.0
3.0,2.5,1680,2096,2.0,3,518000.0
5.0,1.75,1250,10530,1.0,4,462000.0
4.0,3.0,2240,6000,1.5,4,1190000.0
3.0,1.0,950,7620,1.0,3,137000.0
3.0,3.5,2320,3174,2.0,3,530000.0
2.0,2.5,2380,9374,1.0,3,818000.0
2.0,2.25,1540,958,3.0,3,640000.0
5.0,3.0,2100,9752,1.0,3,298450.0
4.0,2.5,2500,4945,2.0,3,575000.0
4.0,2.5,3230,7331,2.0,3,730000.0
3.0,2.5,2830,5802,2.0,3,551000.0
2.0,1.0,870,5340,1.5,2,271310.0
4.0,3.0,2690,28300,1.0,3,675000.0
3.0,2.5,1260,889,3.0,3,479000.0
4.0,3.5,2680,10000,2.0,3,520000.0
3.0,2.5,2660,4975,2.0,3,599950.0
2.0,1.75,1480,5120,1.0,4,483945.0
4.0,2.25,1770,33132,1.0,4,390000.0
2.0,1.0,950,7692,1.0,3,192500.0
2.0,1.0,860,8308,1.0,4,330000.0
4.0,2.0,1960,7560,1.0,5,250000.0
2.0,1.0,1770,5522,1.5,4,243000.0
4.0,1.75,1280,6060,1.0,3,575000.0
4.0,2.5,2150,12028,2.0,4,639000.0
2.0,1.0,1790,4000,1.0,4,710000.0
3.0,2.25,1990,10260,2.0,4,675000.0
5.0,2.5,2430,4781,2.0,3,405000.0
4.0,2.75,2820,13193,1.0,3,615000.0
3.0,1.0,1910,8190,1.0,4,490000.0
3.0,2.25,1270,1213,2.0,3,467000.0
4.0,2.75,2050,3960,1.0,4,480000.0
6.0,2.0,2150,4505,1.0,3,755000.0
4.0,1.75,2450,13300,1.0,4,760000.0
2.0,2.25,1230,1280,2.0,3,387000.0
4.0,2.25,2260,41984,1.0,4,925000.0
2.0,1.0,1050,60113,1.0,4,415000.0
3.0,1.75,1570,7775,2.0,3,263000.0
4.0,2.0,1820,9350,1.0,4,519900.0
2.0,1.75,1540,4025,1.0,4,570000.0
3.0,1.5,2060,44866,1.0,3,450000.0
4.0,3.5,4380,74052,1.0,3,1300000.0
3.0,1.0,1090,9900,1.0,4,300000.0
3.0,1.75,1480,7225,1.0,4,320000.0
4.0,1.0,1320,4440,1.5,3,387500.0
1.0,2.25,2140,10350,1.0,3,458000.0
4.0,3.5,4560,16643,1.0,3,1212500.0
4.0,3.0,2800,9764,2.0,3,380000.0
3.0,1.0,1050,5000,1.0,4,200000.0
3.0,1.5,1490,9630,1.0,4,385000.0
2.0,1.0,1730,6375,2.0,4,396675.0
4.0,1.0,1210,3760,1.5,3,452000.0
4.0,2.5,2800,8494,2.0,3,426000.0
3.0,1.5,1570,1050,2.0,3,792000.0
3.0,2.25,1400,31626,1.0,2,315000.0
4.0,2.0,2850,7861,1.0,4,1275000.0
6.0,3.0,1880,7200,1.0,4,326000.0
2.0,1.0,790,8424,1.0,4,268500.0
2.0,1.75,1300,4000,2.0,3,440000.0
3.0,1.0,2120,7735,1.0,4,300000.0
3.0,1.5,1540,4773,2.0,3,525000.0
4.0,2.75,2620,13777,1.5,4,978000.0
6.0,3.0,2880,3192,2.0,4,1125000.0
4.0,1.0,1680,4021,1.5,3,700000.0
2.0,1.0,790,6969,1.0,3,315000.0
3.0,1.0,1092,7500,1.5,3,309000.0
3.0,1.5,1650,9936,1.0,3,219950.0
3.0,2.5,2090,4700,2.0,3,289000.0
4.0,1.75,2180,28710,1.0,3,210000.0
4.0,2.5,1990,6671,2.0,3,260000.0
4.0,2.5,2650,7945,2.0,3,699000.0
4.0,3.5,4460,16953,1.0,3,1800000.0
3.0,1.0,910,8000,1.0,4,299950.0
3.0,2.5,2770,10773,2.0,3,749950.0
3.0,2.0,2390,6888,2.0,5,1100000.0
3.0,2.5,3050,158558,1.0,4,555000.0
3.0,2.5,1700,4000,2.0,3,384000.0
5.0,3.5,3200,43560,2.0,3,499950.0
3.0,1.75,1200,4500,1.0,5,430000.0
4.0,2.25,2220,6953,2.0,4,350000.0
3.0,2.5,2480,9041,2.0,3,620000.0
4.0,2.25,2560,12100,1.0,4,765000.0
4.0,1.5,2500,6300,1.0,4,250000.0
2.0,1.0,1150,4000,1.0,3,376000.0
4.0,1.75,1650,7775,1.0,4,475000.0
3.0,1.75,1140,9628,1.0,4,120750.0
3.0,1.75,3400,8965,1.0,5,1690000.0
3.0,1.0,1180,43124,1.0,4,330000.0
3.0,2.5,1700,4105,2.0,3,619500.0
3.0,1.5,1240,11200,1.0,4,345000.0
5.0,2.25,2890,12478,2.0,3,598000.0
3.0,1.0,1060,10050,1.0,4,335000.0
4.0,1.75,1590,10523,2.0,4,372500.0
6.0,5.25,2860,5682,2.0,3,300000.0
1.0,1.0,820,1060,1.0,3,194000.0
3.0,2.0,2020,8118,1.0,3,507500.0
4.0,2.25,1870,9680,1.0,4,325000.0
3.0,2.5,2170,4905,2.0,3,329900.0
4.0,2.5,1600,6765,1.0,3,329000.0
4.0,1.75,2090,4300,1.5,4,494000.0
4.0,2.0,1700,6025,1.0,3,206000.0
4.0,1.75,1940,6909,1.0,4,423000.0
3.0,1.0,1320,8625,1.0,4,259000.0
4.0,2.25,3500,13875,1.0,4,879950.0
5.0,3.5,2800,5120,2.5,3,345600.0
3.0,1.5,1080,2940,1.5,4,395000.0
4.0,2.5,3550,8048,2.0,3,625000.0
3.0,2.0,2010,251341,2.0,3,439000.0
3.0,1.75,1690,1468,2.0,3,380000.0
3.0,1.5,1270,1443,3.0,3,440000.0
3.0,2.25,1970,2377,2.0,3,415000.0
4.0,2.75,3160,8097,2.0,3,860000.0
3.0,2.5,1210,1200,3.0,3,500000.0
4.0,3.5,3120,5086,2.0,3,953007.0
4.0,2.5,2670,8765,2.0,3,515000.0
3.0,2.25,1640,1204,3.0,3,772000.0
4.0,2.5,2303,3680,2.0,3,329995.0
3.0,2.5,1800,3168,2.0,3,409316.0
5.0,3.5,4460,2975,3.0,3,490000.0
2.0,2.5,1590,2656,2.0,3,305000.0
4.0,3.5,3070,4684,2.0,3,785000.0
2.0,1.75,1330,7200,1.0,3,240000.0
3.0,1.0,990,6750,1.0,4,325000.0
4.0,2.5,1900,5790,2.0,3,535800.0
3.0,2.5,2020,1159,3.0,3,720000.0
3.0,1.75,2000,9416,1.0,4,374000.0
2.0,1.75,1100,7600,1.0,3,189650.0
1.0,1.0,960,40946,1.0,5,420850.0
4.0,2.75,3488,9614,2.0,3,815000.0
2.0,1.75,1890,9466,2.0,3,1065000.0
4.0,2.0,2030,8120,2.0,3,199000.0
3.0,1.75,1380,7350,1.0,3,195000.0
4.0,3.25,3660,5800,2.5,3,1506000.0
3.0,2.25,1870,3230,2.0,3,288400.0
4.0,2.25,2080,12007,1.0,4,442000.0
4.0,2.75,2450,14803,2.0,4,619420.0
4.0,2.25,2750,6180,1.0,4,635000.0
3.0,1.0,1240,4842,1.0,4,210000.0
3.0,2.5,1900,7604,2.0,3,512500.0
3.0,2.5,2540,6093,2.0,3,567000.0
3.0,2.75,2100,10362,2.0,3,525000.0
4.0,2.0,1790,2250,1.0,4,475000.0
3.0,2.0,1170,7258,1.0,3,250000.0
3.0,1.0,1060,9126,1.0,5,220000.0
5.0,2.0,1930,6120,1.5,3,230000.0
3.0,2.0,1540,7947,1.0,3,385500.0
5.0,3.0,2876,13927,1.0,4,895000.0
3.0,2.5,2150,7484,2.0,3,368250.0
2.0,1.0,1140,5500,1.0,3,249900.0
3.0,1.5,980,7790,1.0,5,350000.0
3.0,1.75,1230,13056,1.0,4,175000.0
3.0,1.75,1390,10905,1.0,3,270000.0
3.0,3.5,2380,6250,2.0,3,495000.0
3.0,3.25,3690,7200,2.0,3,1580000.0
5.0,3.25,3010,1074218,1.5,5,542500.0
3.0,1.0,1250,9126,1.0,3,330000.0
4.0,2.75,2290,6120,2.0,4,1003000.0
2.0,1.0,790,5240,1.0,4,299800.0
3.0,2.5,2720,6014,2.0,3,299900.0
4.0,2.75,2550,8632,1.0,3,691000.0
2.0,1.0,1080,3899,1.0,4,195000.0
3.0,1.75,2470,9620,1.0,4,405000.0
2.0,0.75,850,7710,1.0,5,360000.0
3.0,2.5,1990,8991,1.0,3,256750.0
3.0,2.25,1800,10500,2.0,3,332500.0
5.0,4.0,4850,36450,2.0,3,975000.0
3.0,1.0,1020,7874,1.0,3,218000.0
3.0,2.5,2420,49928,2.0,3,429000.0
4.0,2.5,2910,5776,2.0,3,589000.0
3.0,1.5,1060,9039,1.0,3,255000.0
4.0,2.5,2340,6420,1.0,3,668750.0
4.0,2.75,1800,5453,1.0,3,344500.0
4.0,2.0,1660,6150,1.0,3,452000.0
3.0,1.75,1300,62290,1.0,3,540000.0
3.0,1.5,1780,23819,1.0,3,246000.0
2.0,1.0,1030,4841,1.0,3,535000.0
4.0,3.25,2790,5420,1.0,3,970000.0
3.0,1.0,1150,3000,1.0,5,430000.0
4.0,2.5,3290,11446,2.0,3,520000.0
4.0,2.5,3400,247421,2.0,3,712000.0
2.0,1.0,1200,4000,1.0,3,450000.0
4.0,2.5,2160,8005,2.0,3,220000.0
3.0,1.0,1450,4000,1.0,4,525000.0
4.0,2.5,3240,3600,2.0,3,1220000.0
3.0,2.0,1470,1691,2.0,3,540000.0
4.0,2.5,2360,5226,2.0,3,600000.0
3.0,2.25,2230,9053,2.0,4,600000.0
4.0,2.5,2630,48706,2.0,3,625000.0
3.0,1.0,1010,25000,1.0,3,150000.0
3.0,2.25,1445,1471,2.0,3,389999.0
3.0,1.75,2380,6000,1.5,3,285000.0
